order,variant,configuration,train_matrices,test_matrices,context_length,alpha,reset_at_row_boundary,exclude_first_row,exclude_first_column,train_observations,test_observations,contexts_seen,test_unseen_context_rate,train_log_loss,test_log_loss,test_fair_log_loss,test_marginal_log_loss,train_accuracy,test_accuracy,train_mle_log_loss,train_epsilon_max,train_epsilon_avg,test_epsilon_max,test_epsilon_avg,fair_log_loss_constant
24,iid_normalized,full_row_major,48,12,1,0.5,False,False,False,27600,6900,2,0.0,0.6889653732612266,0.6893353370883829,0.6931471805599453,0.6907807368786402,0.5410507246376811,0.534927536231884,0.6889653732417255,0.05946253091784215,0.0410507246376812,0.06087662337662336,0.034927536231884056,0.6931471805599453
24,iid_normalized,full_row_major,48,12,2,0.5,False,False,False,27552,6888,4,0.0,0.6879785522252172,0.6880669225404079,0.6931471805599453,0.6908930445349922,0.5402511614401858,0.5341173054587689,0.6879785521434181,0.08683423099940157,0.04025116144018584,0.09429400386847198,0.04152148664343786,0.6931471805599453
24,iid_normalized,full_row_major,48,12,3,0.5,False,False,False,27504,6876,8,0.0,0.6866062828987194,0.6871517355889015,0.6931471805599452,0.6910030929203231,0.5394488074461896,0.533304246655032,0.6866062825732487,0.12727087160645034,0.039448807446189664,0.128361858190709,0.04072134962187318,0.6931471805599453
24,iid_normalized,full_row_major,48,12,4,0.5,False,False,False,27456,6864,16,0.0,0.6855231269159128,0.6870195996959102,0.6931471805599453,0.6911108568472559,0.5386436480186481,0.532488344988345,0.6855231257433761,0.16970684039087947,0.03864364801864801,0.16059817945383614,0.04705710955710956,0.6931471805599453
24,iid_normalized,full_row_major,48,12,5,0.5,False,False,False,27408,6852,32,0.0,0.6828771343063575,0.6848064219098602,0.6931471805599453,0.6912163108479354,0.5382370110916521,0.5242265032107414,0.6828771296115336,0.2380720545277507,0.038237011091652055,0.23913043478260865,0.05064214827787507,0.6931471805599453
24,iid_normalized,full_row_major,48,12,6,0.5,False,False,False,27360,6840,64,0.0,0.6805043394036027,0.685185294222036,0.6931471805599454,0.69131942917045,0.541703216374269,0.5185672514619883,0.6805043203309371,0.29801980198019806,0.041703216374269006,0.2882037533512064,0.06052631578947368,0.6931471805599453
24,iid_normalized,full_row_major,48,12,7,0.5,False,False,False,27312,6828,128,0.0,0.6773513243291037,0.6834427290681703,0.6931471805599454,0.6914201857752044,0.5469390743995314,0.5185998828353837,0.6773512343028169,0.358560794044665,0.04693907439953134,0.37074829931972786,0.07615700058582309,0.6931471805599453
24,iid_normalized,full_row_major,48,12,8,0.5,False,False,False,27264,6816,256,0.0,0.674451232499236,0.6824137751046684,0.6931471805599453,0.6915185543312367,0.5552009976525821,0.5203931924882629,0.6744506642698539,0.3921001926782274,0.05520099765258216,0.421875,0.09360328638497653,0.6931471805599453
24,iid_normalized,reset_at_row_boundary,48,12,1,0.5,True,False,False,26496,6624,2,0.0,0.6912717950698982,0.6910943167474225,0.6931471805599453,0.6927450010003982,0.5231355676328503,0.5309480676328503,0.6912717950607669,0.04153332405732568,0.02313556763285022,0.043331457512661764,0.030948067632850216,0.6931471805599453
24,iid_normalized,reset_at_row_boundary,48,12,2,0.5,True,False,False,25344,6336,4,0.0,0.6897135888509042,0.6891261996806715,0.6931471805599452,0.6927753167278673,0.5245028409090909,0.5157828282828283,0.6897135887881274,0.07599678886807604,0.024502840909090922,0.08419057931781271,0.03630050505050507,0.6931471805599453
